LAT,LON,PARAMETER,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
34.25,-123.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-123.75,ALLSKY_SFC_SW_DWN,              2.82,              3.59,              4.81,              6.18,              6.63,              6.51,              5.63,              5.49,              4.86,              4.09,              3.18,              2.62,              4.70
34.25,-123.25,DNR,              4.65,              4.94,              5.81,              6.97,              6.79,              6.21,              4.79,              5.19,              5.26,              5.52,              5.23,              4.64,              5.50
34.25,-123.25,KT,              0.54,              0.55,              0.58,              0.61,              0.59,              0.57,              0.49,              0.52,              0.55,              0.57,              0.57,              0.54,              0.56
34.25,-123.25,CLRSKY_SFC_SW_DWN,              3.72,              4.82,              6.29,              7.62,              8.48,              8.78,              8.54,              7.84,              6.67,              5.23,              3.96,              3.37,              6.28
34.25,-123.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-123.25,ALLSKY_SFC_SW_DWN,              2.82,              3.59,              4.81,              6.18,              6.63,              6.51,              5.63,              5.49,              4.86,              4.09,              3.18,              2.62,              4.70
34.25,-122.75,DNR,              4.84,              5.10,              6.04,              7.14,              6.89,              6.28,              4.62,              5.01,              5.22,              5.40,              5.45,              4.84,              5.57
34.25,-122.75,KT,              0.56,              0.56,              0.59,              0.62,              0.60,              0.57,              0.48,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
34.25,-122.75,CLRSKY_SFC_SW_DWN,              3.73,              4.83,              6.31,              7.65,              8.52,              8.83,              8.59,              7.87,              6.69,              5.24,              3.98,              3.37,              6.30
34.25,-122.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-122.75,ALLSKY_SFC_SW_DWN,              2.88,              3.65,              4.91,              6.26,              6.68,              6.55,              5.53,              5.39,              4.84,              4.04,              3.25,              2.68,              4.72
34.25,-122.25,DNR,              4.84,              5.10,              6.04,              7.14,              6.89,              6.28,              4.62,              5.01,              5.22,              5.40,              5.45,              4.84,              5.57
34.25,-122.25,KT,              0.56,              0.56,              0.59,              0.62,              0.60,              0.57,              0.48,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
34.25,-122.25,CLRSKY_SFC_SW_DWN,              3.73,              4.83,              6.31,              7.65,              8.52,              8.83,              8.59,              7.87,              6.69,              5.24,              3.98,              3.37,              6.30
34.25,-122.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-122.25,ALLSKY_SFC_SW_DWN,              2.88,              3.65,              4.91,              6.26,              6.68,              6.55,              5.53,              5.39,              4.84,              4.04,              3.25,              2.68,              4.72
34.25,-121.75,DNR,              5.10,              5.34,              6.30,              7.43,              7.16,              6.34,              4.66,              4.84,              5.24,              5.45,              5.68,              5.12,              5.72
34.25,-121.75,KT,              0.57,              0.57,              0.60,              0.63,              0.61,              0.57,              0.49,              0.50,              0.55,              0.57,              0.60,              0.57,              0.57
34.25,-121.75,CLRSKY_SFC_SW_DWN,              3.74,              4.85,              6.34,              7.70,              8.55,              8.89,              8.61,              7.89,              6.70,              5.26,              4.00,              3.38,              6.33
34.25,-121.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-121.75,ALLSKY_SFC_SW_DWN,              2.96,              3.74,              5.02,              6.39,              6.81,              6.58,              5.55,              5.30,              4.85,              4.06,              3.32,              2.76,              4.78
34.25,-121.25,DNR,              5.10,              5.34,              6.30,              7.43,              7.16,              6.34,              4.66,              4.84,              5.24,              5.45,              5.68,              5.12,              5.72
34.25,-121.25,KT,              0.57,              0.57,              0.60,              0.63,              0.61,              0.57,              0.49,              0.50,              0.55,              0.57,              0.60,              0.57,              0.57
34.25,-121.25,CLRSKY_SFC_SW_DWN,              3.74,              4.85,              6.34,              7.70,              8.55,              8.89,              8.61,              7.89,              6.70,              5.26,              4.00,              3.38,              6.33
34.25,-121.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-121.25,ALLSKY_SFC_SW_DWN,              2.96,              3.74,              5.02,              6.39,              6.81,              6.58,              5.55,              5.30,              4.85,              4.06,              3.32,              2.76,              4.78
34.25,-120.75,DNR,              5.20,              5.48,              6.47,              7.60,              7.59,              6.76,              5.24,              5.47,              5.63,              5.68,              5.74,              5.19,              6.00
34.25,-120.75,KT,              0.58,              0.58,              0.61,              0.64,              0.63,              0.60,              0.54,              0.56,              0.58,              0.59,              0.61,              0.58,              0.59
34.25,-120.75,CLRSKY_SFC_SW_DWN,              3.76,              4.89,              6.38,              7.75,              8.60,              8.91,              8.61,              7.87,              6.69,              5.28,              4.01,              3.40,              6.35
34.25,-120.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-120.75,ALLSKY_SFC_SW_DWN,              2.99,              3.79,              5.09,              6.47,              7.02,              6.80,              5.89,              5.64,              5.03,              4.15,              3.34,              2.78,              4.92
34.25,-120.25,DNR,              5.20,              5.48,              6.47,              7.60,              7.59,              6.76,              5.24,              5.47,              5.63,              5.68,              5.74,              5.19,              6.00
34.25,-120.25,KT,              0.58,              0.58,              0.61,              0.64,              0.63,              0.60,              0.54,              0.56,              0.58,              0.59,              0.61,              0.58,              0.59
34.25,-120.25,CLRSKY_SFC_SW_DWN,              3.76,              4.89,              6.38,              7.75,              8.60,              8.91,              8.61,              7.87,              6.69,              5.28,              4.01,              3.40,              6.35
34.25,-120.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-120.25,ALLSKY_SFC_SW_DWN,              2.99,              3.79,              5.09,              6.47,              7.02,              6.80,              5.89,              5.64,              5.03,              4.15,              3.34,              2.78,              4.92
34.25,-119.75,DNR,              5.10,              5.42,              6.61,              8.22,              8.72,              8.51,              7.83,              7.42,              6.80,              6.21,              5.84,              5.01,              6.81
34.25,-119.75,KT,              0.57,              0.58,              0.62,              0.67,              0.67,              0.66,              0.64,              0.64,              0.63,              0.61,              0.61,              0.57,              0.62
34.25,-119.75,CLRSKY_SFC_SW_DWN,              3.79,              4.94,              6.41,              7.71,              8.45,              8.47,              8.02,              7.25,              6.27,              4.97,              3.95,              3.42,              6.14
34.25,-119.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.25,-119.75,ALLSKY_SFC_SW_DWN,              2.96,              3.77,              5.15,              6.74,              7.55,              7.66,              7.23,              6.60,              5.55,              4.35,              3.37,              2.73,              5.30
34.75,-124.25,DNR,              4.50,              4.86,              5.76,              6.75,              6.67,              6.04,              4.95,              5.36,              5.29,              5.52,              5.08,              4.54,              5.44
34.75,-124.25,KT,              0.53,              0.55,              0.57,              0.60,              0.59,              0.57,              0.50,              0.53,              0.55,              0.57,              0.56,              0.53,              0.56
34.75,-124.25,CLRSKY_SFC_SW_DWN,              3.71,              4.82,              6.28,              7.57,              8.45,              8.75,              8.50,              7.81,              6.65,              5.21,              3.94,              3.37,              6.26
34.75,-124.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-124.25,ALLSKY_SFC_SW_DWN,              2.77,              3.56,              4.79,              6.08,              6.57,              6.42,              5.72,              5.58,              4.87,              4.09,              3.13,              2.59,              4.68
34.75,-123.75,DNR,              4.65,              4.94,              5.81,              6.97,              6.79,              6.21,              4.79,              5.19,              5.26,              5.52,              5.23,              4.64,              5.50
34.75,-123.75,KT,              0.54,              0.55,              0.58,              0.61,              0.59,              0.57,              0.49,              0.52,              0.55,              0.57,              0.57,              0.54,              0.56
34.75,-123.75,CLRSKY_SFC_SW_DWN,              3.72,              4.82,              6.29,              7.62,              8.48,              8.78,              8.54,              7.84,              6.67,              5.23,              3.96,              3.37,              6.28
34.75,-123.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-123.75,ALLSKY_SFC_SW_DWN,              2.82,              3.59,              4.81,              6.18,              6.63,              6.51,              5.63,              5.49,              4.86,              4.09,              3.18,              2.62,              4.70
34.75,-123.25,DNR,              4.65,              4.94,              5.81,              6.97,              6.79,              6.21,              4.79,              5.19,              5.26,              5.52,              5.23,              4.64,              5.50
34.75,-123.25,KT,              0.54,              0.55,              0.58,              0.61,              0.59,              0.57,              0.49,              0.52,              0.55,              0.57,              0.57,              0.54,              0.56
34.75,-123.25,CLRSKY_SFC_SW_DWN,              3.72,              4.82,              6.29,              7.62,              8.48,              8.78,              8.54,              7.84,              6.67,              5.23,              3.96,              3.37,              6.28
34.75,-123.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-123.25,ALLSKY_SFC_SW_DWN,              2.82,              3.59,              4.81,              6.18,              6.63,              6.51,              5.63,              5.49,              4.86,              4.09,              3.18,              2.62,              4.70
34.75,-122.75,DNR,              4.84,              5.10,              6.04,              7.14,              6.89,              6.28,              4.62,              5.01,              5.22,              5.40,              5.45,              4.84,              5.57
34.75,-122.75,KT,              0.56,              0.56,              0.59,              0.62,              0.60,              0.57,              0.48,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
34.75,-122.75,CLRSKY_SFC_SW_DWN,              3.73,              4.83,              6.31,              7.65,              8.52,              8.83,              8.59,              7.87,              6.69,              5.24,              3.98,              3.37,              6.30
34.75,-122.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-122.75,ALLSKY_SFC_SW_DWN,              2.88,              3.65,              4.91,              6.26,              6.68,              6.55,              5.53,              5.39,              4.84,              4.04,              3.25,              2.68,              4.72
34.75,-122.25,DNR,              4.84,              5.10,              6.04,              7.14,              6.89,              6.28,              4.62,              5.01,              5.22,              5.40,              5.45,              4.84,              5.57
34.75,-122.25,KT,              0.56,              0.56,              0.59,              0.62,              0.60,              0.57,              0.48,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
34.75,-122.25,CLRSKY_SFC_SW_DWN,              3.73,              4.83,              6.31,              7.65,              8.52,              8.83,              8.59,              7.87,              6.69,              5.24,              3.98,              3.37,              6.30
34.75,-122.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-122.25,ALLSKY_SFC_SW_DWN,              2.88,              3.65,              4.91,              6.26,              6.68,              6.55,              5.53,              5.39,              4.84,              4.04,              3.25,              2.68,              4.72
34.75,-121.75,DNR,              5.10,              5.34,              6.30,              7.43,              7.16,              6.34,              4.66,              4.84,              5.24,              5.45,              5.68,              5.12,              5.72
34.75,-121.75,KT,              0.57,              0.57,              0.60,              0.63,              0.61,              0.57,              0.49,              0.50,              0.55,              0.57,              0.60,              0.57,              0.57
34.75,-121.75,CLRSKY_SFC_SW_DWN,              3.74,              4.85,              6.34,              7.70,              8.55,              8.89,              8.61,              7.89,              6.70,              5.26,              4.00,              3.38,              6.33
34.75,-121.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-121.75,ALLSKY_SFC_SW_DWN,              2.96,              3.74,              5.02,              6.39,              6.81,              6.58,              5.55,              5.30,              4.85,              4.06,              3.32,              2.76,              4.78
34.75,-121.25,DNR,              5.10,              5.34,              6.30,              7.43,              7.16,              6.34,              4.66,              4.84,              5.24,              5.45,              5.68,              5.12,              5.72
34.75,-121.25,KT,              0.57,              0.57,              0.60,              0.63,              0.61,              0.57,              0.49,              0.50,              0.55,              0.57,              0.60,              0.57,              0.57
34.75,-121.25,CLRSKY_SFC_SW_DWN,              3.74,              4.85,              6.34,              7.70,              8.55,              8.89,              8.61,              7.89,              6.70,              5.26,              4.00,              3.38,              6.33
34.75,-121.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-121.25,ALLSKY_SFC_SW_DWN,              2.96,              3.74,              5.02,              6.39,              6.81,              6.58,              5.55,              5.30,              4.85,              4.06,              3.32,              2.76,              4.78
34.75,-120.75,DNR,              5.20,              5.48,              6.47,              7.60,              7.59,              6.76,              5.24,              5.47,              5.63,              5.68,              5.74,              5.19,              6.00
34.75,-120.75,KT,              0.58,              0.58,              0.61,              0.64,              0.63,              0.60,              0.54,              0.56,              0.58,              0.59,              0.61,              0.58,              0.59
34.75,-120.75,CLRSKY_SFC_SW_DWN,              3.76,              4.89,              6.38,              7.75,              8.60,              8.91,              8.61,              7.87,              6.69,              5.28,              4.01,              3.40,              6.35
34.75,-120.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-120.75,ALLSKY_SFC_SW_DWN,              2.99,              3.79,              5.09,              6.47,              7.02,              6.80,              5.89,              5.64,              5.03,              4.15,              3.34,              2.78,              4.92
34.75,-120.25,DNR,              5.20,              5.48,              6.47,              7.60,              7.59,              6.76,              5.24,              5.47,              5.63,              5.68,              5.74,              5.19,              6.00
34.75,-120.25,KT,              0.58,              0.58,              0.61,              0.64,              0.63,              0.60,              0.54,              0.56,              0.58,              0.59,              0.61,              0.58,              0.59
34.75,-120.25,CLRSKY_SFC_SW_DWN,              3.76,              4.89,              6.38,              7.75,              8.60,              8.91,              8.61,              7.87,              6.69,              5.28,              4.01,              3.40,              6.35
34.75,-120.25,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-120.25,ALLSKY_SFC_SW_DWN,              2.99,              3.79,              5.09,              6.47,              7.02,              6.80,              5.89,              5.64,              5.03,              4.15,              3.34,              2.78,              4.92
34.75,-119.75,DNR,              5.10,              5.42,              6.61,              8.22,              8.72,              8.51,              7.83,              7.42,              6.80,              6.21,              5.84,              5.01,              6.81
34.75,-119.75,KT,              0.57,              0.58,              0.62,              0.67,              0.67,              0.66,              0.64,              0.64,              0.63,              0.61,              0.61,              0.57,              0.62
34.75,-119.75,CLRSKY_SFC_SW_DWN,              3.79,              4.94,              6.41,              7.71,              8.45,              8.47,              8.02,              7.25,              6.27,              4.97,              3.95,              3.42,              6.14
34.75,-119.75,ALLSKY_TOA_SW_DWN,              5.21,              6.61,              8.41,             10.06,             11.13,             11.54,             11.29,             10.39,              8.94,              7.16,              5.56,              4.78,              8.42
34.75,-119.75,ALLSKY_SFC_SW_DWN,              2.96,              3.77,              5.15,              6.74,              7.55,              7.66,              7.23,              6.60,              5.55,              4.35,              3.37,              2.73,              5.30
35.25,-124.25,DNR,              4.25,              4.75,              5.80,              6.69,              6.79,              6.34,              5.25,              5.47,              5.47,              5.52,              4.93,              4.31,              5.47
35.25,-124.25,KT,              0.52,              0.54,              0.57,              0.60,              0.59,              0.58,              0.51,              0.54,              0.56,              0.58,              0.56,              0.52,              0.56
35.25,-124.25,CLRSKY_SFC_SW_DWN,              3.58,              4.70,              6.19,              7.51,              8.46,              8.78,              8.52,              7.78,              6.58,              5.10,              3.81,              3.22,              6.19
35.25,-124.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-124.25,ALLSKY_SFC_SW_DWN,              2.61,              3.44,              4.74,              6.00,              6.60,              6.56,              5.87,              5.60,              4.90,              4.01,              3.00,              2.44,              4.65
35.25,-123.75,DNR,              4.44,              4.91,              5.89,              6.92,              6.97,              6.45,              5.03,              5.26,              5.41,              5.47,              5.12,              4.51,              5.53
35.25,-123.75,KT,              0.53,              0.55,              0.58,              0.61,              0.60,              0.58,              0.50,              0.52,              0.56,              0.57,              0.57,              0.54,              0.56
35.25,-123.75,CLRSKY_SFC_SW_DWN,              3.59,              4.71,              6.20,              7.58,              8.50,              8.82,              8.57,              7.84,              6.61,              5.14,              3.83,              3.23,              6.22
35.25,-123.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-123.75,ALLSKY_SFC_SW_DWN,              2.67,              3.50,              4.78,              6.11,              6.69,              6.62,              5.75,              5.49,              4.87,              3.99,              3.06,              2.50,              4.67
35.25,-123.25,DNR,              4.44,              4.91,              5.89,              6.92,              6.97,              6.45,              5.03,              5.26,              5.41,              5.47,              5.12,              4.51,              5.53
35.25,-123.25,KT,              0.53,              0.55,              0.58,              0.61,              0.60,              0.58,              0.50,              0.52,              0.56,              0.57,              0.57,              0.54,              0.56
35.25,-123.25,CLRSKY_SFC_SW_DWN,              3.59,              4.71,              6.20,              7.58,              8.50,              8.82,              8.57,              7.84,              6.61,              5.14,              3.83,              3.23,              6.22
35.25,-123.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-123.25,ALLSKY_SFC_SW_DWN,              2.67,              3.50,              4.78,              6.11,              6.69,              6.62,              5.75,              5.49,              4.87,              3.99,              3.06,              2.50,              4.67
35.25,-122.75,DNR,              4.73,              5.04,              6.11,              7.19,              7.09,              6.53,              4.83,              4.98,              5.26,              5.44,              5.28,              4.75,              5.60
35.25,-122.75,KT,              0.55,              0.55,              0.59,              0.62,              0.60,              0.58,              0.49,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
35.25,-122.75,CLRSKY_SFC_SW_DWN,              3.60,              4.71,              6.22,              7.62,              8.53,              8.87,              8.61,              7.87,              6.63,              5.16,              3.85,              3.24,              6.24
35.25,-122.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-122.75,ALLSKY_SFC_SW_DWN,              2.76,              3.55,              4.87,              6.23,              6.75,              6.66,              5.63,              5.34,              4.80,              3.98,              3.11,              2.57,              4.69
35.25,-122.25,DNR,              4.73,              5.04,              6.11,              7.19,              7.09,              6.53,              4.83,              4.98,              5.26,              5.44,              5.28,              4.75,              5.60
35.25,-122.25,KT,              0.55,              0.55,              0.59,              0.62,              0.60,              0.58,              0.49,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
35.25,-122.25,CLRSKY_SFC_SW_DWN,              3.60,              4.71,              6.22,              7.62,              8.53,              8.87,              8.61,              7.87,              6.63,              5.16,              3.85,              3.24,              6.24
35.25,-122.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-122.25,ALLSKY_SFC_SW_DWN,              2.76,              3.55,              4.87,              6.23,              6.75,              6.66,              5.63,              5.34,              4.80,              3.98,              3.11,              2.57,              4.69
35.25,-121.75,DNR,              4.96,              5.23,              6.33,              7.48,              7.49,              6.84,              5.25,              5.37,              5.60,              5.68,              5.48,              4.93,              5.89
35.25,-121.75,KT,              0.57,              0.57,              0.60,              0.64,              0.63,              0.60,              0.53,              0.54,              0.57,              0.58,              0.59,              0.57,              0.58
35.25,-121.75,CLRSKY_SFC_SW_DWN,              3.62,              4.73,              6.26,              7.68,              8.55,              8.89,              8.59,              7.84,              6.61,              5.18,              3.88,              3.26,              6.26
35.25,-121.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-121.75,ALLSKY_SFC_SW_DWN,              2.83,              3.62,              4.96,              6.36,              6.94,              6.82,              5.87,              5.55,              4.96,              4.07,              3.17,              2.62,              4.81
35.25,-121.25,DNR,              4.96,              5.23,              6.33,              7.48,              7.49,              6.84,              5.25,              5.37,              5.60,              5.68,              5.48,              4.93,              5.89
35.25,-121.25,KT,              0.57,              0.57,              0.60,              0.64,              0.63,              0.60,              0.53,              0.54,              0.57,              0.58,              0.59,              0.57,              0.58
35.25,-121.25,CLRSKY_SFC_SW_DWN,              3.62,              4.73,              6.26,              7.68,              8.55,              8.89,              8.59,              7.84,              6.61,              5.18,              3.88,              3.26,              6.26
35.25,-121.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-121.25,ALLSKY_SFC_SW_DWN,              2.83,              3.62,              4.96,              6.36,              6.94,              6.82,              5.87,              5.55,              4.96,              4.07,              3.17,              2.62,              4.81
35.25,-120.75,DNR,              4.80,              5.12,              6.35,              7.54,              8.64,              8.63,              7.62,              7.04,              6.52,              6.08,              5.38,              4.65,              6.54
35.25,-120.75,KT,              0.56,              0.56,              0.61,              0.64,              0.67,              0.67,              0.64,              0.63,              0.63,              0.61,              0.59,              0.55,              0.61
35.25,-120.75,CLRSKY_SFC_SW_DWN,              3.65,              4.80,              6.31,              7.70,              8.41,              8.46,              7.84,              6.98,              5.99,              4.82,              3.78,              3.27,              6.00
35.25,-120.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-120.75,ALLSKY_SFC_SW_DWN,              2.78,              3.58,              4.97,              6.39,              7.48,              7.69,              7.10,              6.38,              5.37,              4.22,              3.14,              2.54,              5.14
35.25,-120.25,DNR,              4.80,              5.12,              6.35,              7.54,              8.64,              8.63,              7.62,              7.04,              6.52,              6.08,              5.38,              4.65,              6.54
35.25,-120.25,KT,              0.56,              0.56,              0.61,              0.64,              0.67,              0.67,              0.64,              0.63,              0.63,              0.61,              0.59,              0.55,              0.61
35.25,-120.25,CLRSKY_SFC_SW_DWN,              3.65,              4.80,              6.31,              7.70,              8.41,              8.46,              7.84,              6.98,              5.99,              4.82,              3.78,              3.27,              6.00
35.25,-120.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-120.25,ALLSKY_SFC_SW_DWN,              2.78,              3.58,              4.97,              6.39,              7.48,              7.69,              7.10,              6.38,              5.37,              4.22,              3.14,              2.54,              5.14
35.25,-119.75,DNR,              4.41,              5.29,              6.82,              7.97,              9.26,              9.24,              8.51,              7.74,              7.16,              6.55,              5.51,              4.44,              6.92
35.25,-119.75,KT,              0.53,              0.57,              0.62,              0.65,              0.69,              0.69,              0.67,              0.66,              0.66,              0.63,              0.59,              0.54,              0.63
35.25,-119.75,CLRSKY_SFC_SW_DWN,              3.68,              4.86,              6.39,              7.78,              8.41,              8.36,              7.77,              6.91,              6.02,              4.84,              3.81,              3.31,              6.01
35.25,-119.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.25,-119.75,ALLSKY_SFC_SW_DWN,              2.66,              3.64,              5.16,              6.58,              7.76,              7.97,              7.52,              6.70,              5.64,              4.39,              3.18,              2.48,              5.31
35.75,-124.25,DNR,              4.25,              4.75,              5.80,              6.69,              6.79,              6.34,              5.25,              5.47,              5.47,              5.52,              4.93,              4.31,              5.47
35.75,-124.25,KT,              0.52,              0.54,              0.57,              0.60,              0.59,              0.58,              0.51,              0.54,              0.56,              0.58,              0.56,              0.52,              0.56
35.75,-124.25,CLRSKY_SFC_SW_DWN,              3.58,              4.70,              6.19,              7.51,              8.46,              8.78,              8.52,              7.78,              6.58,              5.10,              3.81,              3.22,              6.19
35.75,-124.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-124.25,ALLSKY_SFC_SW_DWN,              2.61,              3.44,              4.74,              6.00,              6.60,              6.56,              5.87,              5.60,              4.90,              4.01,              3.00,              2.44,              4.65
35.75,-123.75,DNR,              4.44,              4.91,              5.89,              6.92,              6.97,              6.45,              5.03,              5.26,              5.41,              5.47,              5.12,              4.51,              5.53
35.75,-123.75,KT,              0.53,              0.55,              0.58,              0.61,              0.60,              0.58,              0.50,              0.52,              0.56,              0.57,              0.57,              0.54,              0.56
35.75,-123.75,CLRSKY_SFC_SW_DWN,              3.59,              4.71,              6.20,              7.58,              8.50,              8.82,              8.57,              7.84,              6.61,              5.14,              3.83,              3.23,              6.22
35.75,-123.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-123.75,ALLSKY_SFC_SW_DWN,              2.67,              3.50,              4.78,              6.11,              6.69,              6.62,              5.75,              5.49,              4.87,              3.99,              3.06,              2.50,              4.67
35.75,-123.25,DNR,              4.44,              4.91,              5.89,              6.92,              6.97,              6.45,              5.03,              5.26,              5.41,              5.47,              5.12,              4.51,              5.53
35.75,-123.25,KT,              0.53,              0.55,              0.58,              0.61,              0.60,              0.58,              0.50,              0.52,              0.56,              0.57,              0.57,              0.54,              0.56
35.75,-123.25,CLRSKY_SFC_SW_DWN,              3.59,              4.71,              6.20,              7.58,              8.50,              8.82,              8.57,              7.84,              6.61,              5.14,              3.83,              3.23,              6.22
35.75,-123.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-123.25,ALLSKY_SFC_SW_DWN,              2.67,              3.50,              4.78,              6.11,              6.69,              6.62,              5.75,              5.49,              4.87,              3.99,              3.06,              2.50,              4.67
35.75,-122.75,DNR,              4.73,              5.04,              6.11,              7.19,              7.09,              6.53,              4.83,              4.98,              5.26,              5.44,              5.28,              4.75,              5.60
35.75,-122.75,KT,              0.55,              0.55,              0.59,              0.62,              0.60,              0.58,              0.49,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
35.75,-122.75,CLRSKY_SFC_SW_DWN,              3.60,              4.71,              6.22,              7.62,              8.53,              8.87,              8.61,              7.87,              6.63,              5.16,              3.85,              3.24,              6.24
35.75,-122.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
